constituency,ac_number,candidate,party,votes,turnout,reserved,region
Nilakottai,130,K.Ramasamy,DMDK,3704,75.07,SC,South
Nilakottai,130,Ananth,MNM,3181,75.07,SC,South
Nilakottai,130,None Of The Above,NOTA,1260,75.07,SC,South
Nilakottai,130,P.Nagendran,BSP,666,75.07,SC,South
Nilakottai,130,P.Nagajothi,IND,515,75.07,SC,South
Nilakottai,130,V.Vinoth,IND,491,75.07,SC,South
Nilakottai,130,V.K.Aiyyar,Puthiya Tamilagam,484,75.07,SC,South
Nilakottai,130,P.Pothumanickam,IND,375,75.07,SC,South
Nilakottai,130,A.Alappan,IND,343,75.07,SC,South
Nilakottai,130,N.Perumal,IND,252,75.07,SC,South
Nilakottai,130,V.Balasubramani,IND,164,75.07,SC,South
Nilakottai,130,V.Revadhi,My India Party,158,75.07,SC,South
Nilakottai,130,M.Pandi,IND,137,75.07,SC,South
Nilakottai,130,S.Nithya,IND,128,75.07,SC,South
Nilakottai,130,P.Sivakami,IND,77,75.07,SC,South
Nilakottai,130,M.Kalimuthu,IND,61,75.07,SC,South
Natham,131,NATHAM.R.VISWANATHAN,AIADMK,107762,78.95,GEN,South
Natham,131,M.A.ANDI AMBALAM,DMK,95830,78.95,GEN,South
Natham,131,DOCTOR.V.SIVASANKARAN,NTK,14762,78.95,GEN,South
Natham,131,N.RAJA,AMMK,1721,78.95,GEN,South
Natham,131,None Of The Above,NOTA,1444,78.95,GEN,South
Natham,131,R.A.SARANRAJ,IJK,1025,78.95,GEN,South
Natham,131,P.ANDISAMY,BSP,678,78.95,GEN,South
Natham,131,S.JEYAKUMAR,IND,383,78.95,GEN,South
Natham,131,A.KARNAN,IND,335,78.95,GEN,South
Natham,131,K.DHANDAPANI,IND,322,78.95,GEN,South
Natham,131,K.MURUGESAN,IND,224,78.95,GEN,South
Natham,131,M.XAVIER JOSEPH KENNEDY,IND,194,78.95,GEN,South
Natham,131,JEYAPAUL R,IND,190,78.95,GEN,South
Natham,131,V.VEMBARASAN,My India Party,166,78.95,GEN,South
Natham,131,A.BALASUBRAMANI,IND,112,78.95,GEN,South
Natham,131,C.GURUSAMY,IND,96,78.95,GEN,South
Dindigul,132,SREENIVASAN.C,AIADMK,90595,69.27,GEN,South
Dindigul,132,PANDI.N,CPI(M),72848,69.27,GEN,South
Dindigul,132,JAYASUNDAR.R,NTK,14860,69.27,GEN,South
Dindigul,132,RAJENDRAN.R,MNM,9063,69.27,GEN,South
Dindigul,132,RAMUTHEVAR.P,AMMK,2427,69.27,GEN,South
Dindigul,132,None Of The Above,NOTA,1807,69.27,GEN,South
Dindigul,132,BALASUBRAMANI.K,IND,570,69.27,GEN,South
Dindigul,132,ARASUR MANOHARAN.S,BSP,501,69.27,GEN,South
Dindigul,132,BASKARAN CHELLAPPA.J,IND,345,69.27,GEN,South
Dindigul,132,AKKAMMAL.S,My India Party,305,69.27,GEN,South
Dindigul,132,MURUGESAN.A,Puthiya Tamilagam,254,69.27,GEN,South
Dindigul,132,ALAGU PANDIAN.R,Anaithu Makkal Munnetra Kazhagam,232,69.27,GEN,South
Dindigul,132,RAHAMATHULLA.M,IND,210,69.27,GEN,South
Dindigul,132,ANBUROSE.D,IND,191,69.27,GEN,South
Dindigul,132,NAGARAJ.N,IND,180,69.27,GEN,South
Dindigul,132,DHANASEKARAN.C,IND,166,69.27,GEN,South
Dindigul,132,HARI PRAKASH.M,IND,119,69.27,GEN,South
Dindigul,132,VIJAYAPANDI.P,IND,114,69.27,GEN,South
Dindigul,132,BALAJI.R,IND,104,69.27,GEN,South
Dindigul,132,KARTHIKEYAN.V,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,92,69.27,GEN,South
Dindigul,132,SENTHIL ALAGAPPAN.A,IND,82,69.27,GEN,South
Dindigul,132,SIVAGANAM.A,Anaithu Makkal Puratchi Katchi,53,69.27,GEN,South
Vedasandur,133,GANDHIRAJAN S,DMK,106481,80.16,GEN,South
Vedasandur,133,PARAMASIVAM V P B,AIADMK,88928,80.16,GEN,South
Vedasandur,133,POTHUMANI R,NTK,8495,80.16,GEN,South
Vedasandur,133,RAMASAMY P,AMMK,2041,80.16,GEN,South
Vedasandur,133,PALANICHAMY B,IND,1293,80.16,GEN,South
Vedasandur,133,VETRIVEL S,MNM,1215,80.16,GEN,South
Vedasandur,133,PRASATH R,IND,887,80.16,GEN,South
Vedasandur,133,None Of The Above,NOTA,803,80.16,GEN,South
Vedasandur,133,MUTHUSAMY V,IND,740,80.16,GEN,South
Vedasandur,133,KARTHIKEYAN A,My India Party,669,80.16,GEN,South
Vedasandur,133,MURUGAN P,IND,489,80.16,GEN,South
Vedasandur,133,SUKUMAR V,IND,233,80.16,GEN,South
Vedasandur,133,NANDAKUMAR P,IND,124,80.16,GEN,South
Vedasandur,133,MURUGESAN K,Ganasangam Party of India,123,80.16,GEN,South
Vedasandur,133,MANEESHANKAR M G,RSPS,108,80.16,GEN,South
Vedasandur,133,KALIMUTHU V,Samaniya Makkal Nala Katchi,101,80.16,GEN,South
Vedasandur,133,DHARMALINGAM Dr MARUR N,IND,81,80.16,GEN,South
Vedasandur,133,MOORTHY S,IND,77,80.16,GEN,South
Vedasandur,133,SARAVANA KUMAR K R,IND,72,80.16,GEN,South
Vedasandur,133,SELVARAJ V,IND,71,80.16,GEN,South
Vedasandur,133,RAMASAMY K,IND,49,80.16,GEN,South
Aravakurichi,134,ELANGO. R,DMK,93369,81.92,GEN,Kongu
Aravakurichi,134,ANNAMALAI. K,BJP,68553,81.92,GEN,Kongu
Aravakurichi,134,ANITHA PARVEEN. M,NTK,7188,81.92,GEN,Kongu
Aravakurichi,134,THANGAVEL.  P. S. N,AMMK,1599,81.92,GEN,Kongu
Aravakurichi,134,MOHAMMED HANEEF SHAHIL. K. S,MNM,1382,81.92,GEN,Kongu
Aravakurichi,134,SARAVANAN. P,IND,1236,81.92,GEN,Kongu
Aravakurichi,134,None Of The Above,NOTA,869,81.92,GEN,Kongu
Aravakurichi,134,RAJKUMAR. R,Tamil Nadu Ilangyar Katchi,377,81.92,GEN,Kongu
Aravakurichi,134,SATHEESHKUMAR. T,IND,336,81.92,GEN,Kongu
Aravakurichi,134,SUNDARARAJ. R,BSP,328,81.92,GEN,Kongu
Aravakurichi,134,MANOJPANDIYAN. J. M,IND,290,81.92,GEN,Kongu
Aravakurichi,134,CHITHAMBARAM. A,IND,240,81.92,GEN,Kongu
Aravakurichi,134,MURUGESAN. M. S,IND,174,81.92,GEN,Kongu
Aravakurichi,134,MATHIYALAGAN. P,IND,161,81.92,GEN,Kongu
Aravakurichi,134,SILAMBARASAN. P,IND,129,81.92,GEN,Kongu
Aravakurichi,134,MAHESHMANI. T,IND,104,81.92,GEN,Kongu
Aravakurichi,134,SAKUNTHALA. N,IND,79,81.92,GEN,Kongu
Aravakurichi,134,KARTHIKEYAN. R,IND,63,81.92,GEN,Kongu
Aravakurichi,134,ARIVALAGAN. T,IND,53,81.92,GEN,Kongu
Aravakurichi,134,VAIRASEEMAN. G,IND,46,81.92,GEN,Kongu
Aravakurichi,134,KARTHIK. D,IND,45,81.92,GEN,Kongu
Aravakurichi,134,RAJENDIRAN. M,IND,44,81.92,GEN,Kongu
Aravakurichi,134,KIRUBANANTH. S,IND,41,81.92,GEN,Kongu
Aravakurichi,134,PERIYASAMY. M. R,IND,40,81.92,GEN,Kongu
Aravakurichi,134,ARUMUGAM. R,IND,29,81.92,GEN,Kongu
Aravakurichi,134,SIVAKUMAR. A,IND,28,81.92,GEN,Kongu
Aravakurichi,134,BOOPATHY. S,IND,27,81.92,GEN,Kongu
Aravakurichi,134,BASKARAN. N,IND,25,81.92,GEN,Kongu
Aravakurichi,134,SURESHBABU. S,IND,24,81.92,GEN,Kongu
Aravakurichi,134,PITCHAIMUTHU. T,IND,24,81.92,GEN,Kongu
Aravakurichi,134,RAGUNATH. P,IND,23,81.92,GEN,Kongu
Aravakurichi,134,MOHANRAJ. C,Samaniya Makkal Nala Katchi,22,81.92,GEN,Kongu
Aravakurichi,134,THANEGASALAM. R. V,IND,21,81.92,GEN,Kongu
Aravakurichi,134,PRABAKARAN. T,IND,21,81.92,GEN,Kongu
Aravakurichi,134,RANJITH. I,IND,21,81.92,GEN,Kongu
Aravakurichi,134,RAMAGURU. R,IND,20,81.92,GEN,Kongu
Aravakurichi,134,SURESH. M,IND,19,81.92,GEN,Kongu
Aravakurichi,134,SELVAKUMAR. R,IND,19,81.92,GEN,Kongu
Aravakurichi,134,PRAKASH. P,IND,16,81.92,GEN,Kongu
Aravakurichi,134,PRABHU. G,IND,16,81.92,GEN,Kongu
Aravakurichi,134,VIVEKANANTHAN. V,IND,13,81.92,GEN,Kongu
Karur,135,SENTHILBALAJI V,DMK,101757,83.57,GEN,Kongu
Karur,135,VIJAYABHASKAR. M.R,AIADMK,89309,83.57,GEN,Kongu
Karur,135,KARUPPAIYA.R,NTK,7316,83.57,GEN,Kongu
Karur,135,MOHANRAJ.S,MNM,4154,83.57,GEN,Kongu
Karur,135,None Of The Above,NOTA,961,83.57,GEN,Kongu
Karur,135,THANGARAJ.N,DMDK,953,83.57,GEN,Kongu
Karur,135,RAVI.P,IND,369,83.57,GEN,Kongu
Karur,135,ANBAZHAGAN,IND,334,83.57,GEN,Kongu
Karur,135,AADHIKRISHNAN.P,BSP,210,83.57,GEN,Kongu
Karur,135,KANNAN.T,IND,165,83.57,GEN,Kongu
Karur,135,RAJESHKANNAN.S,IND,138,83.57,GEN,Kongu
Karur,135,KATHIRAVAN.P,IND,114,83.57,GEN,Kongu
Karur,135,DHANALAKSHMI.M,Ganasangam Party of India,105,83.57,GEN,Kongu
Karur,135,JAYAKUMAR.G,IND,102,83.57,GEN,Kongu
Karur,135,SHANMUGAM.N,Samaniya Makkal Nala Katchi,99,83.57,GEN,Kongu
Karur,135,SURYA,IND,96,83.57,GEN,Kongu
Karur,135,MURUGESAN.A,IND,84,83.57,GEN,Kongu
Karur,135,AMARSRI.M,IND,56,83.57,GEN,Kongu
Karur,135,BALAMANIKANDAN.K,IND,56,83.57,GEN,Kongu
Karur,135,KALAI RAJ.K,IND,51,83.57,GEN,Kongu
Karur,135,SIVAKUMAR.V,IND,46,83.57,GEN,Kongu
Karur,135,KRISHNAKUMAR.S,IND,42,83.57,GEN,Kongu
Karur,135,MOHAN.M.L.M,IND,42,83.57,GEN,Kongu
Karur,135,JOSEPH.M.A,Desiya Makkal Sakthi Katchi,39,83.57,GEN,Kongu
Karur,135,SIVASAMY.P,IND,37,83.57,GEN,Kongu
Karur,135,MURUGANANTHAM.T,IND,30,83.57,GEN,Kongu
Karur,135,ABILAZAN.N,IND,29,83.57,GEN,Kongu
Karur,135,KARUNAMOORTHY.S,IND,29,83.57,GEN,Kongu
Karur,135,SHIVAKUMAR.K,IND,29,83.57,GEN,Kongu
Karur,135,AMARNATH.K,IND,28,83.57,GEN,Kongu
Karur,135,VENKATESH PRABU.K,IND,26,83.57,GEN,Kongu
Karur,135,VIGNESHWARAN.P,IND,25,83.57,GEN,Kongu
Karur,135,JOTHI SUTHARSAN,IND,22,83.57,GEN,Kongu
Karur,135,PRAKASH.N,IND,20,83.57,GEN,Kongu
Karur,135,GOPALAKRISHNAN.A,IND,19,83.57,GEN,Kongu
Karur,135,SUDHAKAR.L,IND,19,83.57,GEN,Kongu
Karur,135,SIVAKUMAR.N,IND,18,83.57,GEN,Kongu
Karur,135,PALANIVEL.P,IND,17,83.57,GEN,Kongu
Karur,135,BANUMATHY,IND,16,83.57,GEN,Kongu
Karur,135,KAMARAJ.P,IND,15,83.57,GEN,Kongu
Karur,135,DEEPANANDH.N,IND,14,83.57,GEN,Kongu
Karur,135,MUTHU. K.R,IND,14,83.57,GEN,Kongu
Karur,135,MOUNAGURUBALUSAMY.K,IND,14,83.57,GEN,Kongu
Karur,135,VIJAYABHASKAR.R.V,IND,14,83.57,GEN,Kongu
Karur,135,VENKADESH.K,IND,14,83.57,GEN,Kongu
Karur,135,SENTHILKUMAR.A,IND,13,83.57,GEN,Kongu
Karur,135,TAMILARASAN.K,IND,13,83.57,GEN,Kongu
Karur,135,THIRUGNANAM.M,IND,13,83.57,GEN,Kongu
Karur,135,NOOR MOHAMMED THOUFFIC.A,IND,13,83.57,GEN,Kongu
Karur,135,VIJAYAN.K,IND,13,83.57,GEN,Kongu
Karur,135,SAMIVEL.A,IND,12,83.57,GEN,Kongu
Karur,135,DANIYA,IND,11,83.57,GEN,Kongu
Karur,135,PRAKASH.A,IND,11,83.57,GEN,Kongu
Karur,135,MAHENDRAN,IND,11,83.57,GEN,Kongu
Karur,135,SATHISH.P,IND,10,83.57,GEN,Kongu
Karur,135,SARAVANAN.R,IND,10,83.57,GEN,Kongu
Karur,135,SAMIAPPAN.K,IND,10,83.57,GEN,Kongu
Karur,135,MANOJ.P,IND,10,83.57,GEN,Kongu
Karur,135,MURALI.M,IND,10,83.57,GEN,Kongu
Karur,135,SAMPATH.S,IND,9,83.57,GEN,Kongu
Karur,135,VINOTHKUMAR,IND,9,83.57,GEN,Kongu
Karur,135,SUBASH MALAYALAM.T,IND,8,83.57,GEN,Kongu
Karur,135,MUTHUKUMAR.G,IND,8,83.57,GEN,Kongu
Karur,135,SUDHAKAR.S,IND,7,83.57,GEN,Kongu
Karur,135,SELVAKUMAR.M,IND,7,83.57,GEN,Kongu
Karur,135,THAMILALAGAN,IND,7,83.57,GEN,Kongu
Karur,135,DHANABAL,IND,7,83.57,GEN,Kongu
Karur,135,BOOPATHI.P,IND,6,83.57,GEN,Kongu
Karur,135,DURAISAMY.J,IND,5,83.57,GEN,Kongu
Karur,135,PRAKASH.V,IND,5,83.57,GEN,Kongu
Karur,135,VEERAKUMAR.T,IND,5,83.57,GEN,Kongu
Karur,135,SANTHANAKUMAR.M,IND,4,83.57,GEN,Kongu
Karur,135,PRASANTH.S,IND,4,83.57,GEN,Kongu
Karur,135,PUSHPARAJ.P,IND,3,83.57,GEN,Kongu
Karur,135,MANIVANNAN.S,IND,3,83.57,GEN,Kongu
Karur,135,SAKTHIKUMAR,IND,2,83.57,GEN,Kongu
Karur,135,SENTHILKUMAR.A.M,IND,2,83.57,GEN,Kongu
Karur,135,MANIKANDAN.K,IND,2,83.57,GEN,Kongu
Krishnarayapuram,136,SIVAGAMA SUNDARI.K,DMK,96540,84.17,SC,Kongu
Krishnarayapuram,136,MUTHUKUMAR,AIADMK,64915,84.17,SC,Kongu
Krishnarayapuram,136,ILAKIYA.R,NTK,9706,84.17,SC,Kongu
Krishnarayapuram,136,KATHIRVEL.M,DMDK,1946,84.17,SC,Kongu
Krishnarayapuram,136,SARAVANAN.V,MNM,1848,84.17,SC,Kongu
Krishnarayapuram,136,None Of The Above,NOTA,1177,84.17,SC,Kongu
Krishnarayapuram,136,SIVAKUMAR. O,IND,911,84.17,SC,Kongu
Krishnarayapuram,136,SELVAKUMAR.S,IND,710,84.17,SC,Kongu
Krishnarayapuram,136,MURUGESAN.R,BSP,540,84.17,SC,Kongu
Krishnarayapuram,136,SATHYARAJ,IND,433,84.17,SC,Kongu
Krishnarayapuram,136,CHINNASAMY.V,IND,377,84.17,SC,Kongu
Krishnarayapuram,136,TAMIL SELVAN.M,IND,242,84.17,SC,Kongu
Krishnarayapuram,136,SENTHILKUMAR.M,IND,214,84.17,SC,Kongu
Krishnarayapuram,136,ASHOKAN.P,Puthiya Tamilagam,195,84.17,SC,Kongu
Krishnarayapuram,136,SAKTHIVEL.K,IND,151,84.17,SC,Kongu
Krishnarayapuram,136,CHANDRA.P,My India Party,128,84.17,SC,Kongu
Krishnarayapuram,136,RAJAGURU. M,Samaniya Makkal Nala Katchi,122,84.17,SC,Kongu
Krishnarayapuram,136,KRISHNAMOORTHI.M,IND,119,84.17,SC,Kongu
Krishnarayapuram,136,RAJAGOPAL.K,IND,113,84.17,SC,Kongu
Krishnarayapuram,136,RAMESH.N.P,IND,108,84.17,SC,Kongu
Krishnarayapuram,136,NARAYANAN.KR,CPI(ML)(L),101,84.17,SC,Kongu
Krishnarayapuram,136,GOPI KRISHNAN.P,IND,97,84.17,SC,Kongu
Krishnarayapuram,136,MURUGANANTHAM.T,IND,69,84.17,SC,Kongu
Krishnarayapuram,136,NAGARAJAN. C,IND,68,84.17,SC,Kongu
Krishnarayapuram,136,MAHAMUNI.A,IND,27,84.17,SC,Kongu
Krishnarayapuram,136,MAHESWARAN.A,IND,24,84.17,SC,Kongu
Krishnarayapuram,136,MUHILAN.T,IND,21,84.17,SC,Kongu
Kulithalai,137,R.Manickam,DMK,100829,86.16,GEN,Kongu
Kulithalai,137,N.R.Chandrasekar,AIADMK,77289,86.16,GEN,Kongu
Kulithalai,137,Seeni.Prakasu,NTK,11511,86.16,GEN,Kongu
Kulithalai,137,None Of The Above,NOTA,1191,86.16,GEN,Kongu
Kulithalai,137,R.Saravanan,IND,838,86.16,GEN,Kongu
Kulithalai,137,V.Nirosha,AMMK,761,86.16,GEN,Kongu
Kulithalai,137,R.Chandrasekar,IND,694,86.16,GEN,Kongu
Kulithalai,137,S.Manikandan,IJK,674,86.16,GEN,Kongu
Kulithalai,137,V.Vellaiyan,IND,612,86.16,GEN,Kongu
Kulithalai,137,P.Anbalagan,BSP,590,86.16,GEN,Kongu
Kulithalai,137,K.Suresh,IND,494,86.16,GEN,Kongu
Kulithalai,137,M.Sankar,Samaniya Makkal Nala Katchi,460,86.16,GEN,Kongu
Kulithalai,137,B.Selvaraj,IND,399,86.16,GEN,Kongu
Kulithalai,137,V.Alex Mouris,IND,245,86.16,GEN,Kongu
Kulithalai,137,M.Saravanan,IND,221,86.16,GEN,Kongu
Kulithalai,137,A.Subethar,Tipu Sultan Party,215,86.16,GEN,Kongu
Kulithalai,137,S.Barani,IND,184,86.16,GEN,Kongu
Kulithalai,137,S.Kandasamy,IND,138,86.16,GEN,Kongu
Kulithalai,137,R.Kalyana Sundaram,IND,111,86.16,GEN,Kongu
Manapparai,138,ABDUL SAMAD P,DMK,98077,76.02,GEN,Delta
Manapparai,138,CHANDRASEKAR.R,AIADMK,85834,76.02,GEN,Delta
Manapparai,138,KANIMOZHI.P,NTK,19450,76.02,GEN,Delta
Manapparai,138,KRISHNAGOPAL P,DMDK,10719,76.02,GEN,Delta
Manapparai,138,CHANDRASEKAR V,IND,1259,76.02,GEN,Delta
Manapparai,138,None Of The Above,NOTA,1009,76.02,GEN,Delta
Manapparai,138,UMARANI K,IJK,914,76.02,GEN,Delta
Manapparai,138,CHINNAN P,IND,650,76.02,GEN,Delta
Manapparai,138,SUBRAMANIAN P,IND,628,76.02,GEN,Delta
Manapparai,138,ELAYARAJA C,IND,547,76.02,GEN,Delta
Manapparai,138,NIRMAL KUMAR M,IND,544,76.02,GEN,Delta
Manapparai,138,SATHYA PRIYA A,IND,307,76.02,GEN,Delta
Manapparai,138,ARPUTHASAMY V,IND,287,76.02,GEN,Delta
Manapparai,138,CHITHAIYAN T,IND,270,76.02,GEN,Delta
Manapparai,138,SAKTHIVEL.M,CPI(ML)(L),191,76.02,GEN,Delta
Manapparai,138,DAVID P,IND,180,76.02,GEN,Delta
Manapparai,138,KARTHICK KRISHNA P,IND,173,76.02,GEN,Delta
Manapparai,138,RASU P,IND,169,76.02,GEN,Delta
Manapparai,138,PANDIAN V,Ezhuchi Tamilargal Munnetra Kazhagam,129,76.02,GEN,Delta
Manapparai,138,ILANGOVAN S,IND,123,76.02,GEN,Delta
Manapparai,138,PRASANNA KUMAR P,IND,113,76.02,GEN,Delta
Manapparai,138,JEYAPANDIAN D,IND,93,76.02,GEN,Delta
Manapparai,138,VARADAN.M,LJP,82,76.02,GEN,Delta
Srirangam,139,Palaniyandi.M,DMK,113904,76.15,GEN,Delta
Srirangam,139,KuPa Krishnan,AIADMK,93989,76.15,GEN,Delta
Srirangam,139,K.Selvarathi,NTK,17911,76.15,GEN,Delta
Srirangam,139,Y.Jacob,IND,4082,76.15,GEN,Delta
Srirangam,139,Sarubala.R.Thondaiman,AMMK,3487,76.15,GEN,Delta
Srirangam,139,None Of The Above,NOTA,2417,76.15,GEN,Delta
Srirangam,139,S.Francis Mery,IJK,1067,76.15,GEN,Delta
Srirangam,139,G.Selvakumar,BSP,811,76.15,GEN,Delta
Srirangam,139,Annalakshmi,Desiya Makkal Sakthi Katchi,608,76.15,GEN,Delta
Srirangam,139,V.Sethumadhavan,IND,594,76.15,GEN,Delta
Srirangam,139,P.Ravichandran,IND,423,76.15,GEN,Delta
Srirangam,139,S.Suresh,IND,388,76.15,GEN,Delta
Srirangam,139,Daniel Jude Martin,Makkal Munnetra Peravai,210,76.15,GEN,Delta
Srirangam,139,R.Uma,IND,163,76.15,GEN,Delta
Srirangam,139,M.Amsavalli,IND,97,76.15,GEN,Delta
Srirangam,139,P.Balasubramanian,Samaniya Makkal Nala Katchi,89,76.15,GEN,Delta
Tiruchirapalli (West),140,"Nehru, K.N.",DMK,118133,67.01,GEN,Delta
Tiruchirapalli (West),140,"Padmanathan, V.",AIADMK,33024,67.01,GEN,Delta
Tiruchirapalli (West),140,"Vinodh, V.",NTK,15725,67.01,GEN,Delta
Tiruchirapalli (West),140,"Abubacker Siddiq,  M.",MNM,10546,67.01,GEN,Delta
Tiruchirapalli (West),140,"Abdullah Hassan Faizy, R.",SDPI,2545,67.01,GEN,Delta
Tiruchirapalli (West),140,None Of The Above,NOTA,2117,67.01,GEN,Delta
Tiruchirapalli (West),140,"Sudha, R.",IND,222,67.01,GEN,Delta
Tiruchirapalli (West),140,"Vasudevan, A.",IND,211,67.01,GEN,Delta
Tiruchirapalli (West),140,"Kalpana, T.",IND,196,67.01,GEN,Delta
Tiruchirapalli (West),140,"Shajahan, R.",IND,181,67.01,GEN,Delta
Tiruchirapalli (West),140,"Dheepan, M.",IND,66,67.01,GEN,Delta
Tiruchirapalli (West),140,"Selvaraj, D.",IND,48,67.01,GEN,Delta
Tiruchirapalli (West),140,"Sahabudheen, A.J.",IND,43,67.01,GEN,Delta
Tiruchirapalli (West),140,"Sundar Rajulu, G.",IND,42,67.01,GEN,Delta
Tiruchirapalli (East),141,"INIGO IRUDAYARAJ,S.",DMK,94302,66.87,GEN,Delta
Tiruchirapalli (East),141,"VELLAMANDI NATARAJAN,N.",AIADMK,40505,66.87,GEN,Delta
Tiruchirapalli (East),141,"PRABU,R.",NTK,14312,66.87,GEN,Delta
Tiruchirapalli (East),141,"VEERASAKTHI,D.",MNM,11396,66.87,GEN,Delta
Tiruchirapalli (East),141,MANOHARAN.R.,AMMK,9089,66.87,GEN,Delta
Tiruchirapalli (East),141,None Of The Above,NOTA,1535,66.87,GEN,Delta
Tiruchirapalli (East),141,"RAJA,S.",IND,382,66.87,GEN,Delta
Tiruchirapalli (East),141,"BALAMURUGAN,A.",IND,211,66.87,GEN,Delta
Tiruchirapalli (East),141,"JAHIR HUSSAIN,M.",IND,208,66.87,GEN,Delta
Tiruchirapalli (East),141,"SHEIK ABDULLAH,R.",IND,199,66.87,GEN,Delta
Tiruchirapalli (East),141,"MANOHARAN,M.",IND,157,66.87,GEN,Delta
Tiruchirapalli (East),141,VIJAIA MOHANAAJI,Vidial Valarchi Perani,105,66.87,GEN,Delta
Tiruchirapalli (East),141,"ARAVINDAN,P.",IND,85,66.87,GEN,Delta
Tiruchirapalli (East),141,"CHARLES SAGAYARAJ,P.",IND,73,66.87,GEN,Delta
Tiruchirapalli (East),141,"DEVAKUMAR,T.",IND,73,66.87,GEN,Delta
Tiruchirapalli (East),141,"AROCKIA SATHEESH,A.",IND,70,66.87,GEN,Delta
Tiruchirapalli (East),141,"IRUDAYARAJ,S.",IND,58,66.87,GEN,Delta
Tiruchirapalli (East),141,"GASPAR REGAN,S.",IND,50,66.87,GEN,Delta
Tiruchirapalli (East),141,"MARUTHAMUTHU,N.",IND,46,66.87,GEN,Delta
Thiruverambur,142,ANBIL MAHESH POYYAMOZHI,DMK,105424,66.59,GEN,Delta
Thiruverambur,142,P KUMAR,AIADMK,55727,66.59,GEN,Delta
Thiruverambur,142,V CHOLASOORAN,NTK,15719,66.59,GEN,Delta
Thiruverambur,142,MURUGANANDAM M,MNM,14678,66.59,GEN,Delta
Thiruverambur,142,S.  SENTHILKUMAR,DMDK,2293,66.59,GEN,Delta
Thiruverambur,142,None Of The Above,NOTA,1418,66.59,GEN,Delta
Thiruverambur,142,S.SAKTHIVEL,New Generation People’s Party,416,66.59,GEN,Delta
Thiruverambur,142,K.M. KARTHIK,Tamil Nadu Ilangyar Katchi,413,66.59,GEN,Delta
Thiruverambur,142,MALATHI RAVICHANDRAN,BSP,226,66.59,GEN,Delta
Thiruverambur,142,JESTIN RAJA,IND,224,66.59,GEN,Delta
Thiruverambur,142,K. PALANISAMY,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,123,66.59,GEN,Delta
Thiruverambur,142,N. RAJU,IND,88,66.59,GEN,Delta
Thiruverambur,142,R. PRIYA,IND,72,66.59,GEN,Delta
Thiruverambur,142,S CHARLES,IND,71,66.59,GEN,Delta
Thiruverambur,142,A. RAJA MOHAMED,IND,67,66.59,GEN,Delta
Thiruverambur,142,N. MUNIYANDI,IND,54,66.59,GEN,Delta
Lalgudi,143,A.SOUNDARAPANDIAN,DMK,84914,79.23,GEN,Delta
Lalgudi,143,D.R.DHARMARAJ,AIADMK,67965,79.23,GEN,Delta
Lalgudi,143,I.MALAR TAMIL PRABHA,NTK,16248,79.23,GEN,Delta
Lalgudi,143,M.VIJAYAMURTHY,AMMK,2941,79.23,GEN,Delta
Lalgudi,143,None Of The Above,NOTA,1200,79.23,GEN,Delta
Lalgudi,143,U.JOHNSON,IND,304,79.23,GEN,Delta
Lalgudi,143,K.KAMARAJ,Samaniya Makkal Nala Katchi,270,79.23,GEN,Delta
Lalgudi,143,ANBIL K.THANGAMANI,IND,247,79.23,GEN,Delta
Lalgudi,143,R.SILAMBARASAN,Anna MGR Dravida Makkal Kalgam,138,79.23,GEN,Delta
Lalgudi,143,P.NAMBIRAJAN,Puthiya Tamilagam,124,79.23,GEN,Delta
Lalgudi,143,K.DHARMARAJ,IND,120,79.23,GEN,Delta
Lalgudi,143,A.ANANDHKUMAR,IND,96,79.23,GEN,Delta
Lalgudi,143,VEERAN.MUTHUKUMAR,SHS,65,79.23,GEN,Delta
Lalgudi,143,P.M.SAHADEVAN,IND,65,79.23,GEN,Delta
Lalgudi,143,K.ANANTHABABU,IND,57,79.23,GEN,Delta
Manachanallur,144,S. KATHIRAVAN,DMK,116334,79.63,GEN,Delta
Manachanallur,144,M. PARANJOTHI,AIADMK,56716,79.63,GEN,Delta
Manachanallur,144,Dr. KRISHNASAMY. V,NTK,14443,79.63,GEN,Delta
Manachanallur,144,R. SAMSON,MNM,1996,79.63,GEN,Delta
Manachanallur,144,M. RAJASEKHARN,AMMK,1631,79.63,GEN,Delta
Manachanallur,144,None Of The Above,NOTA,1067,79.63,GEN,Delta
Manachanallur,144,V.M. SELVARAJ,IND,577,79.63,GEN,Delta
Manachanallur,144,P. RAJARAM,IND,482,79.63,GEN,Delta
Manachanallur,144,V. INDIRANI,BSP,451,79.63,GEN,Delta
Manachanallur,144,C. ARULMANI,Akila India Vallalar Peravai,379,79.63,GEN,Delta
Manachanallur,144,T. RENGARAJ,Tamil Nadu Ilangyar Katchi,240,79.63,GEN,Delta
Manachanallur,144,K.R.ELAIYARAJA,IND,237,79.63,GEN,Delta
Manachanallur,144,V. RAJU,IND,231,79.63,GEN,Delta
Manachanallur,144,V. GOPALAKRISHNAN,IND,206,79.63,GEN,Delta
Manachanallur,144,P. NEELAMEGAM,IND,192,79.63,GEN,Delta
Manachanallur,144,S. PUGAZHENTHI,IND,168,79.63,GEN,Delta
Manachanallur,144,R. SUDHA,IND,161,79.63,GEN,Delta
